exchange,address
yaka,0xf2fAcFc8e2f0FFA182ae060eb610409F25451950
yaka,0x6B06BE53Bef15F6afEFC934b318bE5b930AfDc34
yaka,0xfD1cA2735BC49Ba8F1442059BBF44D4326f882d5
yaka,0x0878c12A0400B5a8996d8E20CA4d105794f32D27
yaka,0x942Fc5a0b414a815f84542489ae20977c3ebB123
yaka,0x9F36BA3FF89dC35FE6502D4154BC0671Ab69A8C1
yaka,0x1eA0D08b1408618FFdF2E772D00d07b6E6f42285
yaka,0x4577bA78eC8Ec55BD1DF8DDD72C87c225748D414
yaka,0x8017Ad281f703065Dc04a1A7255aAA5489c6c929
yaka,0x250B95805786A65e00ee3dF639Ef7b4Fa05519fD
yaka,0xA7cAE8AeDb4Ba2A34B82BD1701587F145a4F3908
yaka,0x83EAB1eBfb63F4e4763cBBF10542A260b49CB4A0
yaka,0x8855f5a2847375f4f715e67A3cB9530752201951
